IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.28,,80,tcp,0.0,Log,80,"","PHP Detection (HTTP)","HTTP based detection of PHP.","Detected PHP

Version:       5.2.4
Location:      80/tcp
CPE:           cpe:/a:php:php:5.2.4

Concluded from version/product identification result:
X-Powered-By: PHP/5.2.4-2ubuntu5.10

",1.3.6.1.4.1.25623.1.0.800109,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,0a298fbf-511b-4994-b279-47380819a7f5,"","","","","
Details:
PHP Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.800109)
Version used: 2024-06-12T05:05:44Z
","","","",""
192.168.100.6,,80,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.100.6/mutillidae/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
http://192.168.100.6/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,ff5d188f-1d13-4d82-9870-8b2b6362cbb3,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.100.28,,80,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.100.28/mutillidae/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
http://192.168.100.28/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,33de804f-b39b-434a-94d0-cdb9208a4e78,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.100.6,,80,tcp,0.0,Log,80,"","phpMyAdmin Detection (HTTP)","HTTP based detection of phpMyAdmin.","Detected phpMyAdmin

Version:       3.1.1
Location:      /phpMyAdmin
CPE:           cpe:/a:phpmyadmin:phpmyadmin:3.1.1

Concluded from version/product identification result:
Version 3.1.1

Concluded from version/product identification location:
  http://192.168.100.6/phpMyAdmin/index.php
  http://192.168.100.6/phpMyAdmin/README

Extra information:
- Protected by Username/Password
",1.3.6.1.4.1.25623.1.0.900129,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,eb44a640-3b50-42e7-bd09-027821a70a3f,"","","","","
Details:
phpMyAdmin Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.900129)
Version used: 2024-02-19T14:37:31Z
","","","",""
192.168.100.28,,80,tcp,0.0,Log,80,"","phpMyAdmin Detection (HTTP)","HTTP based detection of phpMyAdmin.","Detected phpMyAdmin

Version:       3.1.1
Location:      /phpMyAdmin
CPE:           cpe:/a:phpmyadmin:phpmyadmin:3.1.1

Concluded from version/product identification result:
Version 3.1.1

Concluded from version/product identification location:
  http://192.168.100.28/phpMyAdmin/index.php
  http://192.168.100.28/phpMyAdmin/README

Extra information:
- Protected by Username/Password
",1.3.6.1.4.1.25623.1.0.900129,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,bcb84a73-861f-47d5-adc1-a6d36b7586d5,"","","","","
Details:
phpMyAdmin Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.900129)
Version used: 2024-02-19T14:37:31Z
","","","",""
192.168.100.6,,80,tcp,4.3,Medium,99,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,3b117002-9c98-4e86-9897-5a30be31c53a,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: 2023-10-17T05:05:34Z
","","","DFN-CERT-2011-0467,DFN-CERT-2011-0451,DFN-CERT-2011-0016,DFN-CERT-2011-0002",""
192.168.100.28,,80,tcp,4.3,Medium,99,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,6fc1d130-4975-4e9f-a7da-aec4161d620f,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: 2023-10-17T05:05:34Z
","","","DFN-CERT-2011-0467,DFN-CERT-2011-0451,DFN-CERT-2011-0016,DFN-CERT-2011-0002",""
192.168.100.6,,1524,tcp,10.0,High,99,"Workaround","Possible Backdoor: Ingreslock","A backdoor is installed on the remote host.","The service is answering to an 'id;' command with the following response: uid=0(root) gid=0(root)
",1.3.6.1.4.1.25623.1.0.103549,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,e240d8e7-49a3-4d3f-9149-028880a4a0d5,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected isystem.","A whole cleanup of the infected system is recommended.","","","
Details:
Possible Backdoor: Ingreslock
(OID: 1.3.6.1.4.1.25623.1.0.103549)
Version used: 2023-07-25T05:05:58Z
","","","",""
192.168.100.28,,1524,tcp,10.0,High,99,"Workaround","Possible Backdoor: Ingreslock","A backdoor is installed on the remote host.","The service is answering to an 'id;' command with the following response: uid=0(root) gid=0(root)
",1.3.6.1.4.1.25623.1.0.103549,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,8f799bb5-7f8e-4f3b-a04a-7271894f666b,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected isystem.","A whole cleanup of the infected system is recommended.","","","
Details:
Possible Backdoor: Ingreslock
(OID: 1.3.6.1.4.1.25623.1.0.103549)
Version used: 2023-07-25T05:05:58Z
","","","",""
192.168.100.6,,25,tcp,0.0,Log,80,"","Postfix SMTP Server Detection (SMTP)","SMTP based detection of Postfix.","Detected Postfix

Version:       unknown
Location:      25/tcp
CPE:           cpe:/a:postfix:postfix

Concluded from version/product identification result:
220 metasploitable.localdomain ESMTP Postfix (Ubuntu)
",1.3.6.1.4.1.25623.1.0.111086,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,1736586b-f225-436a-817d-0c814b1de69f,"","","","","
Details:
Postfix SMTP Server Detection (SMTP)
(OID: 1.3.6.1.4.1.25623.1.0.111086)
Version used: 2024-01-12T05:05:56Z
","","","",""
192.168.100.28,,25,tcp,0.0,Log,80,"","Postfix SMTP Server Detection (SMTP)","SMTP based detection of Postfix.","Detected Postfix

Version:       unknown
Location:      25/tcp
CPE:           cpe:/a:postfix:postfix

Concluded from version/product identification result:
220 metasploitable.localdomain ESMTP Postfix (Ubuntu)
",1.3.6.1.4.1.25623.1.0.111086,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,a665b891-77a1-4e67-9f79-4c5c927aced3,"","","","","
Details:
Postfix SMTP Server Detection (SMTP)
(OID: 1.3.6.1.4.1.25623.1.0.111086)
Version used: 2024-01-12T05:05:56Z
","","","",""
192.168.100.6,,5432,tcp,9.0,High,99,"Mitigation","PostgreSQL Default Credentials (PostgreSQL Protocol)","It was possible to login into the remote PostgreSQL as user
  postgres using weak credentials.","It was possible to login as user postgres with password ""postgres"".


",1.3.6.1.4.1.25623.1.0.103552,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,2cc96350-9bf2-41fb-becf-6d434321140c,"","Change the password as soon as possible.","","","
Details:
PostgreSQL Default Credentials (PostgreSQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103552)
Version used: 2024-07-19T15:39:06Z
","Product: cpe:/a:postgresql:postgresql:8.3.1
Method: PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
","","",""
192.168.100.28,,5432,tcp,9.0,High,99,"Mitigation","PostgreSQL Default Credentials (PostgreSQL Protocol)","It was possible to login into the remote PostgreSQL as user
  postgres using weak credentials.","It was possible to login as user postgres with password ""postgres"".


",1.3.6.1.4.1.25623.1.0.103552,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,f44385e4-6d0e-4209-9f7e-ac98cfcabf8b,"","Change the password as soon as possible.","","","
Details:
PostgreSQL Default Credentials (PostgreSQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103552)
Version used: 2024-07-19T15:39:06Z
","Product: cpe:/a:postgresql:postgresql:8.3.1
Method: PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
","","",""
192.168.100.6,,,,0.0,Log,80,"","PostgreSQL Detection Consolidation","Consolidation of PostgreSQL detections.","Detected PostgreSQL

Version:       8.3.1
Location:      5432/tcp
CPE:           cpe:/a:postgresql:postgresql:8.3.1

Concluded from version/product identification result:
select version(); query result: T versionDg]PostgreSQL 8.3.1 on i486-pc-linux-gnu, compiled by GCC cc (GCC) 4.2.3 (Ubuntu 4.2.3-2ubuntu4)CSELECTZI
",1.3.6.1.4.1.25623.1.0.128025,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,1c57dc72-c781-40ae-a0ba-49de8e604fef,"","","","","
Details:
PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
Version used: 2024-07-19T05:05:32Z
","","","",""
192.168.100.28,,,,0.0,Log,80,"","PostgreSQL Detection Consolidation","Consolidation of PostgreSQL detections.","Detected PostgreSQL

Version:       8.3.1
Location:      5432/tcp
CPE:           cpe:/a:postgresql:postgresql:8.3.1

Concluded from version/product identification result:
select version(); query result: T versionDg]PostgreSQL 8.3.1 on i486-pc-linux-gnu, compiled by GCC cc (GCC) 4.2.3 (Ubuntu 4.2.3-2ubuntu4)CSELECTZI
",1.3.6.1.4.1.25623.1.0.128025,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,0c2f9a52-c343-4f8c-a2ad-19dabd245075,"","","","","
Details:
PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
Version used: 2024-07-19T05:05:32Z
","","","",""
192.168.100.28,,5432,tcp,0.0,Log,80,"","PostgreSQL Detection (TCP)","TCP based detection of PostgreSQL.","A PostgreSQL service has been identified on this port.
",1.3.6.1.4.1.25623.1.0.100151,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,ee3f62d9-44eb-4a4c-99d7-190a4ee1cb46,"","","","","The script sends a connection request to the server
  (user:postgres, DB:postgres) and attempts to extract the version number from the reply.
Details:
PostgreSQL Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.100151)
Version used: 2024-07-22T05:05:40Z
","","","",""
192.168.100.6,,5432,tcp,0.0,Log,80,"","PostgreSQL Detection (TCP)","TCP based detection of PostgreSQL.","A PostgreSQL service has been identified on this port.
",1.3.6.1.4.1.25623.1.0.100151,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,95da928b-61e7-4b6b-9d0d-55e00f7e170b,"","","","","The script sends a connection request to the server
  (user:postgres, DB:postgres) and attempts to extract the version number from the reply.
Details:
PostgreSQL Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.100151)
Version used: 2024-07-22T05:05:40Z
","","","",""
192.168.100.28,,2121,tcp,0.0,Log,80,"","ProFTPD Server Version Detection (Remote)","This script detects the installed version of ProFTP Server.","Detected ProFTPD

Version:       1.3.1
Location:      2121/tcp
CPE:           cpe:/a:proftpd:proftpd:1.3.1

Concluded from version/product identification result:
220 ProFTPD 1.3.1 Server (Debian) [::ffff:192.168.100.28]
",1.3.6.1.4.1.25623.1.0.900815,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,15b6f9bc-5283-40de-ad47-537f5c3a45fd,"","","","","
Details:
ProFTPD Server Version Detection (Remote)
(OID: 1.3.6.1.4.1.25623.1.0.900815)
Version used: 2021-09-01T14:04:04Z
","","","",""
192.168.100.6,,2121,tcp,0.0,Log,80,"","ProFTPD Server Version Detection (Remote)","This script detects the installed version of ProFTP Server.","Detected ProFTPD

Version:       1.3.1
Location:      2121/tcp
CPE:           cpe:/a:proftpd:proftpd:1.3.1

Concluded from version/product identification result:
220 ProFTPD 1.3.1 Server (Debian) [::ffff:192.168.100.6]
",1.3.6.1.4.1.25623.1.0.900815,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,968ee7cc-edd6-4d83-9c8d-9263a2edf94f,"","","","","
Details:
ProFTPD Server Version Detection (Remote)
(OID: 1.3.6.1.4.1.25623.1.0.900815)
Version used: 2021-09-01T14:04:04Z
","","","",""
192.168.100.6,,80,tcp,5.0,Medium,99,"WillNotFix","QWikiwiki directory traversal vulnerability","The remote host is running QWikiwiki, a Wiki application written in PHP.

  The remote version of this software contains a validation input flaw which may allow an attacker
  to use it to read arbitrary files on the remote host with the privileges of the web server.","Vulnerable URL: http://192.168.100.6/mutillidae/index.php?page=../../../../../../../../../../../etc/passwd%00
",1.3.6.1.4.1.25623.1.0.16100,"CVE-2005-0283",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,5c1a5f78-ca03-4b92-b640-908d04b0eae2,"","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","","","
Details:
QWikiwiki directory traversal vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.16100)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.28,,80,tcp,5.0,Medium,99,"WillNotFix","QWikiwiki directory traversal vulnerability","The remote host is running QWikiwiki, a Wiki application written in PHP.

  The remote version of this software contains a validation input flaw which may allow an attacker
  to use it to read arbitrary files on the remote host with the privileges of the web server.","Vulnerable URL: http://192.168.100.28/mutillidae/index.php?page=../../../../../../../../../../../etc/passwd%00
",1.3.6.1.4.1.25623.1.0.16100,"CVE-2005-0283",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,da860796-b639-429a-9a29-511534e7af1f,"","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","","","
Details:
QWikiwiki directory traversal vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.16100)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.28,,512,tcp,0.0,Log,80,"","rexec Detection","This remote host is running a rexec service.","The rexec service is not allowing connections from this host.
",1.3.6.1.4.1.25623.1.0.113763,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,804f79ad-df2b-401b-8251-5c9e66d855f8,"","","","","
Details:
rexec Detection
(OID: 1.3.6.1.4.1.25623.1.0.113763)
Version used: 2023-07-28T16:09:07Z
","","","",""
192.168.100.6,,512,tcp,0.0,Log,80,"","rexec Detection","This remote host is running a rexec service.","The rexec service is not allowing connections from this host.
",1.3.6.1.4.1.25623.1.0.113763,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,1877b497-3e23-437d-a18f-d57b5435b1bf,"","","","","
Details:
rexec Detection
(OID: 1.3.6.1.4.1.25623.1.0.113763)
Version used: 2023-07-28T16:09:07Z
","","","",""
192.168.100.6,,513,tcp,10.0,High,80,"Mitigation","rlogin Passwordless Login","The rlogin service allows root access without a password.","It was possible to gain root access without a password.
",1.3.6.1.4.1.25623.1.0.113766,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,c04fc8b1-db8b-4012-af94-30197df6fb01,"This vulnerability allows an attacker to gain
  complete control over the target system.","Disable the rlogin service and use alternatives like SSH instead.","","","Checks if a vulnerable version is present on the target host.
Details:
rlogin Passwordless Login
(OID: 1.3.6.1.4.1.25623.1.0.113766)
Version used: 2020-09-30T09:30:12Z
","","","",""
192.168.100.28,,513,tcp,10.0,High,80,"Mitigation","rlogin Passwordless Login","The rlogin service allows root access without a password.","It was possible to gain root access without a password.
",1.3.6.1.4.1.25623.1.0.113766,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,4b7ffa4d-6562-4405-8672-94762fa5de2b,"This vulnerability allows an attacker to gain
  complete control over the target system.","Disable the rlogin service and use alternatives like SSH instead.","","","Checks if a vulnerable version is present on the target host.
Details:
rlogin Passwordless Login
(OID: 1.3.6.1.4.1.25623.1.0.113766)
Version used: 2020-09-30T09:30:12Z
","","","",""
192.168.100.28,,1099,tcp,0.0,Log,80,"","RMI Registry Service Detection","Detection of a Remote Method Invocation (RMI) registry
  service.","A RMI registry service is running at this port
",1.3.6.1.4.1.25623.1.0.105839,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,fcf6798d-de86-4275-ba17-0b9417ef8550,"","","","","
Details:
RMI Registry Service Detection
(OID: 1.3.6.1.4.1.25623.1.0.105839)
Version used: 2022-12-21T10:12:09Z
","","","",""
192.168.100.6,,111,tcp,0.0,Log,80,"","RPC Portmapper Service Detection (TCP)","TCP based detection of a RPC portmapper service.","Detected RPC Portmapper

Location:      111/tcp
CPE:           cpe:/a:portmap:portmap

Extra information:
Possible known aliases / names for this product are 'port mapper', 'rpc.portmap', 'portmap' or 'rpcbind'
",1.3.6.1.4.1.25623.1.0.108090,"CVE-1999-0632",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,ecccce86-7863-47a4-8cb0-c94e23cf8378,"","","","The RPC portmapper service is an unsecured protocol for Internet
  facing systems and should only be used on a trusted network segment, otherwise disabled. The
  software should be patched and configured properly.","
Details:
RPC Portmapper Service Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.108090)
Version used: 2023-09-12T05:05:19Z
","","","",""
192.168.100.28,,111,tcp,0.0,Log,80,"","RPC Portmapper Service Detection (TCP)","TCP based detection of a RPC portmapper service.","Detected RPC Portmapper

Location:      111/tcp
CPE:           cpe:/a:portmap:portmap

Extra information:
Possible known aliases / names for this product are 'port mapper', 'rpc.portmap', 'portmap' or 'rpcbind'
",1.3.6.1.4.1.25623.1.0.108090,"CVE-1999-0632",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,3300faef-8195-45f3-bfe6-87b3df5c3bc9,"","","","The RPC portmapper service is an unsecured protocol for Internet
  facing systems and should only be used on a trusted network segment, otherwise disabled. The
  software should be patched and configured properly.","
Details:
RPC Portmapper Service Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.108090)
Version used: 2023-09-12T05:05:19Z
","","","",""
192.168.100.28,,514,tcp,0.0,Log,80,"","rsh Service Detection","Checks if the remote host is running a rsh service.

  Note: The reporting takes place in a separate VT 'rsh Unencrypted Cleartext Login'
  (OID: 1.3.6.1.4.1.25623.1.0.100080).","A rsh service is running at this port.
",1.3.6.1.4.1.25623.1.0.108478,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,ab1bf469-38cb-4b35-af2d-da77fd378708,"","","","","
Details:
rsh Service Detection
(OID: 1.3.6.1.4.1.25623.1.0.108478)
Version used: 2024-06-26T05:05:39Z
","","","",""
192.168.100.6,,514,tcp,0.0,Log,80,"","rsh Service Detection","Checks if the remote host is running a rsh service.

  Note: The reporting takes place in a separate VT 'rsh Unencrypted Cleartext Login'
  (OID: 1.3.6.1.4.1.25623.1.0.100080).","A rsh service is running at this port.
",1.3.6.1.4.1.25623.1.0.108478,"",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,6b188544-7afe-4471-8869-6dd76fa65db3,"","","","","
Details:
rsh Service Detection
(OID: 1.3.6.1.4.1.25623.1.0.108478)
Version used: 2024-06-26T05:05:39Z
","","","",""
192.168.100.28,,514,tcp,7.5,High,80,"Mitigation","rsh Unencrypted Cleartext Login","This remote host is running a rsh service.","The rsh service is misconfigured so it is allowing connections without a password or with default root:root credentials.
",1.3.6.1.4.1.25623.1.0.100080,"CVE-1999-0651",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,7b3c70ee-018a-4d49-9b9c-0e26bd044e15,"","Disable the rsh service and use alternatives like SSH
  instead.","","rsh (remote shell) is a command line computer program which can
  execute shell commands as another user, and on another computer across a computer network.

  Remark: NIST don't see 'configuration issues' as software flaws so the referenced CVE has a
  severity of 0.0. The severity of this VT has been raised by Greenbone to still report a
  configuration issue on the target.","
Details:
rsh Unencrypted Cleartext Login
(OID: 1.3.6.1.4.1.25623.1.0.100080)
Version used: 2021-10-20T09:03:29Z
","","","",""
192.168.100.6,,514,tcp,7.5,High,80,"Mitigation","rsh Unencrypted Cleartext Login","This remote host is running a rsh service.","The rsh service is misconfigured so it is allowing connections without a password or with default root:root credentials.
",1.3.6.1.4.1.25623.1.0.100080,"CVE-1999-0651",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,037ddaa6-6b75-472c-b8e0-8af7320a2c67,"","Disable the rsh service and use alternatives like SSH
  instead.","","rsh (remote shell) is a command line computer program which can
  execute shell commands as another user, and on another computer across a computer network.

  Remark: NIST don't see 'configuration issues' as software flaws so the referenced CVE has a
  severity of 0.0. The severity of this VT has been raised by Greenbone to still report a
  configuration issue on the target.","
Details:
rsh Unencrypted Cleartext Login
(OID: 1.3.6.1.4.1.25623.1.0.100080)
Version used: 2021-10-20T09:03:29Z
","","","",""
192.168.100.6,,445,tcp,6.0,Medium,99,"VendorFix","Samba MS-RPC Remote Shell Command Execution Vulnerability - Active Check","Samba is prone to a vulnerability that allows attackers to
  execute arbitrary shell commands because the software fails to sanitize user-supplied input.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.108011,"CVE-2007-2447",b7022748-9b8d-4aca-a14b-0daf25bcfa29,"first",2024-08-23T10:45:59Z,34c2c0da-d51f-4376-9b3f-c5d34cf240a3,"An attacker may leverage this issue to execute arbitrary shell
  commands on an affected system with the privileges of the application.","Updates are available. Please see the referenced vendor advisory.","This issue affects Samba 3.0.0 through 3.0.25rc3.","","Send a crafted command to the samba server and check for a
  remote command execution.
Details:
Samba MS-RPC Remote Shell Command Execution Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.108011)
Version used: 2023-07-20T05:05:17Z
","Product: cpe:/a:samba:samba:3.0.20
Method: SMB NativeLanMan
(OID: 1.3.6.1.4.1.25623.1.0.102011)
","","",""
